cl_number,sepal_length,sepal_width,petal_length,petal_width,dist
1,0.666667,0.458333,0.576271,0.541667,0.197632
1,0.361111,0.416667,0.59322,0.583333,0.204393
3,0.416667,0.291667,0.525424,0.375,0.12711
3,0.527778,0.0833334,0.59322,0.583333,0.269582
3,0.361111,0.208333,0.491525,0.416667,0.0643196
1,0.444444,0.5,0.644068,0.708333,0.172197
3,0.5,0.333333,0.508475,0.5,0.175318
1,0.555556,0.208333,0.661017,0.583333,0.177247
1,0.5,0.333333,0.627119,0.458333,0.194997
1,0.583333,0.375,0.559322,0.5,0.176976
1,0.638889,0.416667,0.576271,0.541667,0.166365
1,0.694444,0.333333,0.644068,0.541667,0.187812
1,0.666667,0.416667,0.677966,0.666667,0.135771
1,0.472222,0.375,0.59322,0.583333,0.110737
3,0.388889,0.25,0.423729,0.375,0.133326
3,0.333333,0.166667,0.474576,0.416667,0.0982594
3,0.333333,0.166667,0.457627,0.375,0.131898
3,0.416667,0.291667,0.491525,0.458333,0.084244
1,0.472222,0.291667,0.694915,0.625,0.11628
3,0.305556,0.416667,0.59322,0.583333,0.233399
1,0.472222,0.583333,0.59322,0.625,0.229181
1,0.666667,0.458333,0.627119,0.583333,0.1639
3,0.555556,0.125,0.576271,0.5,0.239993
3,0.361111,0.416667,0.525424,0.5,0.18268
3,0.333333,0.208333,0.508475,0.5,0.0466935
3,0.333333,0.25,0.576271,0.458333,0.073351
1,0.5,0.416667,0.610169,0.541667,0.125163
3,0.416667,0.25,0.508475,0.458333,0.0630577
3,0.194444,0.125,0.38983,0.375,0.249491
3,0.361111,0.291667,0.542373,0.5,0.0702808
3,0.388889,0.416667,0.542373,0.458333,0.185992
3,0.388889,0.375,0.542373,0.5,0.148395
1,0.527778,0.375,0.559322,0.5,0.172561
3,0.222222,0.208333,0.338983,0.416667,0.2252
3,0.388889,0.333333,0.525424,0.5,0.106869
2,0.555556,0.541667,0.847458,1,0.239709
1,0.416667,0.291667,0.694915,0.75,0.18903
2,0.777778,0.416667,0.830508,0.833333,0.0751682
1,0.555556,0.375,0.779661,0.708333,0.140572
2,0.611111,0.416667,0.813559,0.875,0.13996
2,0.916667,0.416667,0.949153,0.833333,0.227439
3,0.166667,0.208333,0.59322,0.666667,0.286461
2,0.833333,0.375,0.898305,0.708333,0.219774
1,0.666667,0.208333,0.813559,0.708333,0.269191
2,0.805555,0.666667,0.864407,1,0.249942
2,0.611111,0.5,0.694915,0.791667,0.196261
1,0.583333,0.291667,0.728814,0.75,0.159974
2,0.694444,0.416667,0.762712,0.833333,0.0980588
1,0.388889,0.208333,0.677966,0.791667,0.27206
1,0.416667,0.333333,0.694915,0.958333,0.344939
2,0.583333,0.5,0.728814,0.916667,0.19106
1,0.611111,0.416667,0.762712,0.708333,0.149134
2,0.944444,0.75,0.966102,0.875,0.374087
2,0.944444,0.25,1,0.916667,0.355237
3,0.472222,0.0833334,0.677966,0.583333,0.279565
2,0.722222,0.5,0.79661,0.916667,0.0672917
1,0.361111,0.333333,0.661017,0.791667,0.23832
2,0.944444,0.333333,0.966102,0.791667,0.295802
1,0.555556,0.291667,0.661017,0.708333,0.107588
2,0.666667,0.541667,0.79661,0.833333,0.107328
2,0.805555,0.5,0.847458,0.708333,0.17298
1,0.527778,0.333333,0.644068,0.708333,0.0806446
1,0.5,0.416667,0.661017,0.708333,0.0889379
2,0.583333,0.333333,0.779661,0.833333,0.215134
2,0.805555,0.416667,0.813559,0.625,0.254181
2,0.861111,0.333333,0.864407,0.75,0.221497
2,1,0.75,0.915254,0.791667,0.398701
2,0.583333,0.333333,0.779661,0.875,0.213318
1,0.555556,0.333333,0.694915,0.583333,0.0826119
1,0.5,0.25,0.779661,0.541667,0.206277
2,0.944444,0.416667,0.864407,0.916667,0.223827
2,0.555556,0.583333,0.779661,0.958333,0.237851
1,0.583333,0.458333,0.762712,0.708333,0.156086
1,0.472222,0.416667,0.644068,0.708333,0.105514
2,0.722222,0.458333,0.745763,0.833333,0.0856373
2,0.666667,0.458333,0.779661,0.958333,0.127397
2,0.722222,0.458333,0.694915,0.916667,0.140287
1,0.416667,0.291667,0.694915,0.75,0.18903
2,0.694444,0.5,0.830508,0.916667,0.0746353
2,0.666667,0.541667,0.79661,1,0.170996
2,0.666667,0.416667,0.711864,0.916667,0.15316
1,0.555556,0.208333,0.677966,0.75,0.200303
1,0.611111,0.416667,0.711864,0.791667,0.179041
2,0.527778,0.583333,0.745763,0.916667,0.255781
1,0.444444,0.416667,0.694915,0.708333,0.130675
